apiKeyId,provider,model,promptTokens,completionTokens,costUsd,costEstimated,latencyMs,cacheHit,cacheKind,status,createdAt
key-1,local,local-small,29,46,0.00002130,f,293,f,,success,2026-08-24 18:01:59.558
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:01:59.697
key-1,local,local-small,27,44,0.00002030,f,125,f,,success,2026-08-24 18:01:59.727
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:01:59.829
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:01:59.897
key-1,local,local-small,30,47,0.00002180,f,122,f,,success,2026-08-24 18:01:59.908
key-1,local,local-small,28,45,0.00002080,f,274,f,,success,2026-08-24 18:01:59.934
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:00.031
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:00.097
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.163
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.297
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.367
key-1,local-backup,local-small,29,46,0.00002130,f,379,f,,success,2026-08-24 18:02:00.368
key-1,local,local-small,31,48,0.00002230,f,121,f,,success,2026-08-24 18:02:00.378
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.431
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.498
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:00.698
key-1,local,local-small,33,50,0.00002330,f,124,f,,success,2026-08-24 18:02:00.781
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.829
key-1,local,local-small,31,48,0.00002230,f,270,f,,success,2026-08-24 18:02:00.856
key-1,local,local-small,29,46,0.00002130,f,124,f,,success,2026-08-24 18:02:00.908
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:00.963
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:01.163
key-1,local,local-small,28,45,0.00002080,f,123,f,,success,2026-08-24 18:02:01.172
key-1,local,local-small,31,48,0.00002230,f,275,f,,success,2026-08-24 18:02:01.195
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:01.231
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:01.296
key-1,local,local-small,25,42,0.00001930,f,249,f,,success,2026-08-24 18:02:01.366
key-1,cache,local-small,0,0,0.00000000,f,5,t,exact,success,2026-08-24 18:02:01.367
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:01.429
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:01.497
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:01.564
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:01.629
key-1,cache,local-small,0,0,0.00000000,f,31,t,semantic,success,2026-08-24 18:02:01.725
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:01.763
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:01.829
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:02.03
key-1,local,local-small,32,49,0.00002280,f,120,f,,success,2026-08-24 18:02:02.108
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:02.163
key-1,local,local-small,29,46,0.00002130,f,280,f,,success,2026-08-24 18:02:02.194
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:02.229
key-1,local,local-small,32,49,0.00002280,f,131,f,,success,2026-08-24 18:02:02.258
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:02.429
key-1,local,local-small,28,45,0.00002080,f,122,f,,success,2026-08-24 18:02:02.438
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:02.496
key-1,local,local-small,30,47,0.00002180,f,120,f,,success,2026-08-24 18:02:02.503
key-1,local,local-small,33,50,0.00002330,f,124,f,,success,2026-08-24 18:02:02.775
key-1,local,local-small,30,47,0.00002180,f,121,f,,success,2026-08-24 18:02:02.852
key-1,local,local-small,32,49,0.00002280,f,278,f,,success,2026-08-24 18:02:02.863
key-1,local,local-small,29,46,0.00002130,f,122,f,,success,2026-08-24 18:02:02.908
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:02.967
key-1,local,local-small,31,48,0.00002230,f,121,f,,success,2026-08-24 18:02:02.975
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.03
key-1,local,local-small,28,45,0.00002080,f,123,f,,success,2026-08-24 18:02:03.06
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:03.231
key-1,local,local-small,32,49,0.00002280,f,120,f,,success,2026-08-24 18:02:03.239
key-1,cache,local-small,0,0,0.00000000,f,30,t,semantic,success,2026-08-24 18:02:03.325
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.363
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.43
key-1,local,local-small,31,48,0.00002230,f,258,f,,success,2026-08-24 18:02:03.441
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.496
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.706
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.766
key-1,local,local-small,30,47,0.00002180,f,288,f,,success,2026-08-24 18:02:03.874
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.896
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:03.962
key-1,local,local-small,29,46,0.00002130,f,120,f,,success,2026-08-24 18:02:03.969
key-1,local-backup,local-small,28,45,0.00002080,f,408,f,,success,2026-08-24 18:02:04.091
key-1,local,local-small,28,45,0.00002080,f,121,f,,success,2026-08-24 18:02:04.169
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:04.174
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.295
key-1,local,local-small,32,49,0.00002280,f,122,f,,success,2026-08-24 18:02:04.306
key-1,local,local-small,30,47,0.00002180,f,123,f,,success,2026-08-24 18:02:04.374
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.495
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.562
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.629
key-1,local,local-small,30,47,0.00002180,f,283,f,,success,2026-08-24 18:02:04.673
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.697
key-1,local,local-small,30,47,0.00002180,f,260,f,,success,2026-08-24 18:02:04.711
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.895
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:04.962
key-1,local,local-small,27,44,0.00002030,f,267,f,,success,2026-08-24 18:02:05.062
key-1,local,local-small,29,46,0.00002130,f,279,f,,success,2026-08-24 18:02:05.131
key-1,cache,local-small,0,0,0.00000000,f,37,t,semantic,success,2026-08-24 18:02:05.132
key-1,local,local-small,29,46,0.00002130,f,121,f,,success,2026-08-24 18:02:05.171
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.231
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.295
key-1,local,local-small,31,48,0.00002230,f,129,f,,success,2026-08-24 18:02:05.324
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:05.364
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.429
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.563
key-1,local,local-small,29,46,0.00002130,f,124,f,,success,2026-08-24 18:02:05.641
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.764
key-1,local,local-small,30,47,0.00002180,f,121,f,,success,2026-08-24 18:02:05.774
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.835
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:05.895
key-1,local,local-small,32,49,0.00002280,f,266,f,,success,2026-08-24 18:02:05.983
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.028
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.096
key-1,local,local-small,33,50,0.00002330,f,121,f,,success,2026-08-24 18:02:06.104
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.164
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.365
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.43
key-1,local,local-small,26,43,0.00001980,f,246,f,,success,2026-08-24 18:02:06.497
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:06.498
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.562
key-1,local,local-small,30,47,0.00002180,f,272,f,,success,2026-08-24 18:02:06.59
key-1,cache,local-small,0,0,0.00000000,f,26,t,semantic,success,2026-08-24 18:02:06.654
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.762
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:06.829
key-1,local,local-small,29,46,0.00002130,f,121,f,,success,2026-08-24 18:02:06.841
key-1,local,local-small,28,45,0.00002080,f,124,f,,success,2026-08-24 18:02:07.04
key-1,local,local-small,31,48,0.00002230,f,122,f,,success,2026-08-24 18:02:07.108
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:07.162
key-1,local,local-small,31,48,0.00002230,f,138,f,,success,2026-08-24 18:02:07.193
key-1,local,local-small,32,49,0.00002280,f,123,f,,success,2026-08-24 18:02:07.242
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:07.296
key-1,local,local-small,32,49,0.00002280,f,122,f,,success,2026-08-24 18:02:07.385
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:07.495
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:07.562
key-1,local,local-small,26,43,0.00001980,f,119,f,,success,2026-08-24 18:02:07.578
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:07.63
key-1,local,local-small,27,44,0.00002030,f,287,f,,success,2026-08-24 18:02:07.673
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:07.696
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:07.762
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:07.895
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:07.962
key-1,local,local-small,28,45,0.00002080,f,244,f,,success,2026-08-24 18:02:08.089
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.098
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.162
key-1,local,local-small,29,46,0.00002130,f,122,f,,success,2026-08-24 18:02:08.169
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.229
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.564
key-1,local,local-small,26,43,0.00001980,f,119,f,,success,2026-08-24 18:02:08.567
key-1,local,local-small,29,46,0.00002130,f,264,f,,success,2026-08-24 18:02:08.575
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.63
key-1,local,local-small,31,48,0.00002230,f,120,f,,success,2026-08-24 18:02:08.635
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.695
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.761
key-1,local-backup,local-small,30,47,0.00002180,f,407,f,,success,2026-08-24 18:02:08.791
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:08.895
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:09.095
key-1,local,local-small,29,46,0.00002130,f,119,f,,success,2026-08-24 18:02:09.098
key-1,local,local-small,28,45,0.00002080,f,260,f,,success,2026-08-24 18:02:09.112
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.161
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.228
key-1,local,local-small,30,47,0.00002180,f,263,f,,success,2026-08-24 18:02:09.311
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.363
key-1,local,local-small,34,51,0.00002380,f,123,f,,success,2026-08-24 18:02:09.441
key-1,cache,local-small,0,0,0.00000000,f,25,t,semantic,success,2026-08-24 18:02:09.452
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.563
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.629
key-1,local,local-small,30,47,0.00002180,f,120,f,,success,2026-08-24 18:02:09.637
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.695
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:09.828
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.028
key-1,local,local-small,28,45,0.00002080,f,120,f,,success,2026-08-24 18:02:10.034
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.095
key-1,local,local-small,30,47,0.00002180,f,120,f,,success,2026-08-24 18:02:10.098
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.162
key-1,local-backup,local-small,32,49,0.00002280,f,421,f,,success,2026-08-24 18:02:10.206
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:10.23
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.296
key-1,cache,local-small,0,0,0.00000000,f,28,t,semantic,success,2026-08-24 18:02:10.523
key-1,local,local-small,30,47,0.00002180,f,131,f,,success,2026-08-24 18:02:10.587
key-1,local,local-small,32,49,0.00002280,f,270,f,,success,2026-08-24 18:02:10.653
key-1,cache,local-small,0,0,0.00000000,f,17,t,exact,success,2026-08-24 18:02:10.725
key-1,local,local-small,31,48,0.00002230,f,126,f,,success,2026-08-24 18:02:10.726
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.769
key-1,local,local-small,29,46,0.00002130,f,124,f,,success,2026-08-24 18:02:10.792
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:10.898
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:10.963
key-1,local,local-small,29,46,0.00002130,f,136,f,,success,2026-08-24 18:02:11.005
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.096
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.162
key-1,local,local-small,28,45,0.00002080,f,124,f,,success,2026-08-24 18:02:11.178
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.295
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.495
key-1,local,local-small,28,45,0.00002080,f,122,f,,success,2026-08-24 18:02:11.504
key-1,local,local-small,31,48,0.00002230,f,278,f,,success,2026-08-24 18:02:11.525
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:11.562
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.629
key-1,local,local-small,30,47,0.00002180,f,292,f,,success,2026-08-24 18:02:11.74
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.766
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:11.83
key-1,local,local-small,30,47,0.00002180,f,121,f,,success,2026-08-24 18:02:11.836
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.095
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.161
key-1,local,local-small,32,49,0.00002280,f,119,f,,success,2026-08-24 18:02:12.166
key-1,local-backup,local-small,31,48,0.00002230,f,389,f,,success,2026-08-24 18:02:12.303
key-1,cache,local-small,0,0,0.00000000,f,31,t,semantic,success,2026-08-24 18:02:12.325
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.371
key-1,local-backup,local-small,26,43,0.00001980,f,385,f,,success,2026-08-24 18:02:12.372
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.434
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.495
key-1,local,local-small,31,48,0.00002230,f,293,f,,success,2026-08-24 18:02:12.54
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:12.563
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.63
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.695
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.828
key-1,local,local-small,31,48,0.00002230,f,120,f,,success,2026-08-24 18:02:12.901
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:12.963
key-1,cache,local-small,0,0,0.00000000,f,25,t,semantic,success,2026-08-24 18:02:13.051
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.094
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.162
key-1,local,local-small,34,51,0.00002380,f,259,f,,success,2026-08-24 18:02:13.191
key-1,cache,local-small,0,0,0.00000000,f,32,t,semantic,success,2026-08-24 18:02:13.258
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:13.295
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.362
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.428
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.499
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.562
key-1,cache,local-small,0,0,0.00000000,f,3,t,exact,success,2026-08-24 18:02:13.635
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.7
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.763
key-1,cache,local-small,0,0,0.00000000,f,25,t,semantic,success,2026-08-24 18:02:13.919
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:13.963
key-1,local,local-small,32,49,0.00002280,f,120,f,,success,2026-08-24 18:02:13.969
key-1,cache,local-small,0,0,0.00000000,f,25,t,semantic,success,2026-08-24 18:02:14.184
key-1,local,local-small,29,46,0.00002130,f,129,f,,success,2026-08-24 18:02:14.244
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:14.295
key-1,local,local-small,32,49,0.00002280,f,272,f,,success,2026-08-24 18:02:14.322
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:14.361
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:14.428
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:14.495
key-1,local,local-small,33,50,0.00002330,f,272,f,,success,2026-08-24 18:02:14.524
key-1,cache,local-small,0,0,0.00000000,f,1,t,exact,success,2026-08-24 18:02:14.562
key-1,cache,local-small,0,0,0.00000000,f,2,t,exact,success,2026-08-24 18:02:14.628
